Roll,Name,Email
1401MC68,Anuj,Anuj@mycollege.in
1401MC69,Siddhesh,Siddhesh@mycollege.in
1401MC70,Venkata,Venkata@mycollege.in
1401MC71,Renu,Renu@mycollege.in
1401MC72,Farhan,Farhan@mycollege.in
1401MC73,Vignesh,Vignesh@mycollege.in
1401MC74,Abhimanyu,Abhimanyu@mycollege.in
1401MC75,Faraz,Faraz@mycollege.in
1401CT01,Sudhanshu,Sudhanshu@mycollege.in
1401CT02,Shivang,Shivang@mycollege.in
1401CT03,Shilpi,Shilpi@mycollege.in
1401CT04,Sourabh,Sourabh@mycollege.in
1401CT05,Sonu,Sonu@mycollege.in
1401CT06,Shakti,Shakti@mycollege.in
1401CT07,Satendra,Satendra@mycollege.in
1401CT08,Shaqib,Shaqib@mycollege.in
1401CT09,Shalu,Shalu@mycollege.in
1401CT10,Sudheer,Sudheer@mycollege.in
1401CT11,Vipul,Vipul@mycollege.in
1401CT12,Vipin,Vipin@mycollege.in
1401CT13,Yashika,Yashika@mycollege.in
1401CT14,Virat,Virat@mycollege.in
1401CT15,Varsha,Varsha@mycollege.in
1401CT16,Sunny,Sunny@mycollege.in
1401CT17,Vineeta,Vineeta@mycollege.in
1401CT18,Vibhanshu,Vibhanshu@mycollege.in
1401CT19,Monti,Monti@mycollege.in
1401CT20,Minakshi,Minakshi@mycollege.in
1401CT21,Nitikarsh,Nitikarsh@mycollege.in
1401CT22,Mugdha,Mugdha@mycollege.in
1401CT23,Madhu,Madhu@mycollege.in
1401CT24,Khanak,Khanak@mycollege.in
1401CT25,Megha,Megha@mycollege.in
1401CT26,Manya,Manya@mycollege.in
1401CT27,Pakhi,Pakhi@mycollege.in
1401CT28,Ranu,Ranu@mycollege.in
1401CT29,Purvi,Purvi@mycollege.in
1401CT30,Sapna,Sapna@mycollege.in
1401CT31,Saloni,Saloni@mycollege.in
1401CT32,Prachi,Prachi@mycollege.in
1401CT33,Poonam,Poonam@mycollege.in
1401CT34,Purnima,Purnima@mycollege.in
1401CT35,Prajjwal,Prajjwal@mycollege.in
1401CT36,Satya,Satya@mycollege.in
1401CT37,Vandana,Vandana@mycollege.in
1401CT38,Tanishq,Tanishq@mycollege.in
1401CT39,Amaan,Amaan@mycollege.in
1401CT40,Yuvraj,Yuvraj@mycollege.in
1401CT41,Saurav,Saurav@mycollege.in
1401CT42,Sanjeev,Sanjeev@mycollege.in
1401CT43,Simaran,Simaran@mycollege.in
1401CT44,Shrishti,Shrishti@mycollege.in
1401CT45,Amrit,Amrit@mycollege.in
1401CT46,Arman,Arman@mycollege.in
1401CT47,Archana,Archana@mycollege.in
1401CT48,Avanish,Avanish@mycollege.in
1401CT49,Yusuf,Yusuf@mycollege.in
1401CT50,Anubhav,Anubhav@mycollege.in
1401CT51,Anita,Anita@mycollege.in
1401CT52,Anupriya,Anupriya@mycollege.in
1401CT53,Anukriti,Anukriti@mycollege.in
1401CT54,Kritika,Kritika@mycollege.in
1401CT55,Jaya,Jaya@mycollege.in
1401CT56,Namrata,Namrata@mycollege.in
1401CT57,Kushagra,Kushagra@mycollege.in
1401CT58,Hariom,Hariom@mycollege.in
1401CT59,Gargi,Gargi@mycollege.in
1401CT60,Janvi,Janvi@mycollege.in
1401CT61,Jai,Jai@mycollege.in
1401CT62,Naziya,Naziya@mycollege.in
