Roll,Name,Email
1401MT11,Kanha,Kanha@mycollege.in
1401AI12,Rahul,Rahul@mycollege.in
1401CB12,Neeraj,Neeraj@mycollege.in
1401CE12,Kashish,Kashish@mycollege.in
1401CH12,Anoop,Anoop@mycollege.in
1401CS12,Bhumika,Bhumika@mycollege.in
1401CT12,Vipin,Vipin@mycollege.in
1401EC12,Mahima,Mahima@mycollege.in
1401MC12,Suresh,Suresh@mycollege.in
1401MM12,Anshuman,Anshuman@mycollege.in
1401MT12,Khalid,Khalid@mycollege.in
1401AI13,Utkarsh,Utkarsh@mycollege.in
1401CB13,Ritika,Ritika@mycollege.in
1401CE13,Vineet,Vineet@mycollege.in
1401CH13,Devendra,Devendra@mycollege.in
1401CS13,Samriddhi,Samriddhi@mycollege.in
1401CT13,Yashika,Yashika@mycollege.in
1401EC13,Mehak,Mehak@mycollege.in
1401MC13,Karthikeya,Karthikeya@mycollege.in
1401MM13,Sukumaran,Sukumaran@mycollege.in
1401MT13,Kaushiki,Kaushiki@mycollege.in
1401AI14,Vaibhav,Vaibhav@mycollege.in
1401CB14,Tanya,Tanya@mycollege.in
1401CE14,Mayank,Mayank@mycollege.in
1401CH14,Diksha,Diksha@mycollege.in
1401CS14,Anmol,Anmol@mycollege.in
1401CT14,Virat,Virat@mycollege.in
1401EC14,Manshi,Manshi@mycollege.in
