Roll,Name,Email
1401MT33,Leena,Leena@mycollege.in
1401AI36,Swati,Swati@mycollege.in
1401CB36,Khushi,Khushi@mycollege.in
1401CE36,Mohsin,Mohsin@mycollege.in
1401CH36,Poornima,Poornima@mycollege.in
1401CS36,Aastha,Aastha@mycollege.in
1401CT36,Satya,Satya@mycollege.in
1401EC36,Maaz,Maaz@mycollege.in
1401MC34,Thaanya,Thaanya@mycollege.in
1401MM34,Rupal,Rupal@mycollege.in
1401MT34,Harshada,Harshada@mycollege.in
1401AI37,Vishal,Vishal@mycollege.in
1401CB37,Shweta,Shweta@mycollege.in
1401CE37,Saran,Saran@mycollege.in
1401CH37,Anil,Anil@mycollege.in
1401CS37,Aakriti,Aakriti@mycollege.in
1401CT37,Vandana,Vandana@mycollege.in
1401EC37,Jahnavi,Jahnavi@mycollege.in
1401MC35,Rakesh,Rakesh@mycollege.in
1401MM35,Sahaj,Sahaj@mycollege.in
1401MT35,Prathmesh,Prathmesh@mycollege.in
1401AI38,Aditya,Aditya@mycollege.in
1401CB38,Kavya,Kavya@mycollege.in
1401CE38,Vikash,Vikash@mycollege.in
1401CH38,Mahendra,Mahendra@mycollege.in
1401CS38,Abhyuday,Abhyuday@mycollege.in
1401CT38,Tanishq,Tanishq@mycollege.in
1401EC38,Jahanvi,Jahanvi@mycollege.in
1401MC36,Pinky,Pinky@mycollege.in
1401MM36,Robin,Robin@mycollege.in
1401MT36,Ritank,Ritank@mycollege.in
1401AI39,Nidhi,Nidhi@mycollege.in
1401CB39,Kunal,Kunal@mycollege.in
1401CE39,Aayush,Aayush@mycollege.in
1401CH39,Ahmad,Ahmad@mycollege.in
1401CS39,Akarsh,Akarsh@mycollege.in
1401CT39,Amaan,Amaan@mycollege.in
1401EC39,Kamran,Kamran@mycollege.in
1401MC37,Raju,Raju@mycollege.in
1401MM37,Rupanjali,Rupanjali@mycollege.in
1401MT37,Rishit,Rishit@mycollege.in
1401AI40,Ayushi,Ayushi@mycollege.in
1401CB40,Dheeraj,Dheeraj@mycollege.in
1401CE40,Akhilesh,Akhilesh@mycollege.in
1401CH40,Shalini,Shalini@mycollege.in
1401CS40,Navneet,Navneet@mycollege.in
1401CT40,Yuvraj,Yuvraj@mycollege.in
1401EC40,Kamini,Kamini@mycollege.in
1401MC38,Rajiv,Rajiv@mycollege.in
1401MM38,Rupeshwary,Rupeshwary@mycollege.in
1401MT38,Meenu,Meenu@mycollege.in
1401AI41,Krishna,Krishna@mycollege.in
1401CB41,Akshita,Akshita@mycollege.in
1401CE41,Nitin,Nitin@mycollege.in
1401CH41,Abhijit,Abhijit@mycollege.in
1401CS41,Om,Om@mycollege.in
1401CT41,Saurav,Saurav@mycollege.in
1401EC41,Rana,Rana@mycollege.in
1401MC39,Rajkumar,Rajkumar@mycollege.in
1401MM39,Brahmaputra,Brahmaputra@mycollege.in
1401MT39,Ranjan,Ranjan@mycollege.in
1401AI42,Anshika,Anshika@mycollege.in
1401CB42,Riya,Riya@mycollege.in
1401CE42,Himani,Himani@mycollege.in
1401CH42,Suyash,Suyash@mycollege.in
1401CS42,Swapnil,Swapnil@mycollege.in
1401CT42,Sanjeev,Sanjeev@mycollege.in
1401EC42,Sidhi,Sidhi@mycollege.in
